Nome Atleta,Categoria,Squadra,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO PISTA  A/J/S,500 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,5000 m punti_CAMPIONATO ITALIANO PISTA  A/J/S,10000 m Eliminazione_CAMPIONATO ITALIANO PISTA  A/J/S,3000 m Americana_CAMPIONATO ITALIANO PISTA  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO PISTA  A/J/S,1 giri Crono atleti contrapposti_Campionato italiano su pista cat.R - Trofeo Skate,"1,5 giri Sprint_Campionato italiano su pista cat.R - Trofeo Skate",3000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,5000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,9 g Americana_Campionato italiano su pista cat.R - Trofeo Skate,2000 m punti_Campionato italiano su pista cat.R - Trofeo Skate,3000 m Eliminazione_Campionato italiano su pista cat.R - Trofeo Skate,Destrezza 2_Giochi Nazionali per Societa' - B.Tiezzi,2 giri Sprint (GE)_Giochi Nazionali per Societa' - B.Tiezzi,Destrezza 1_Giochi Nazionali per Societa' - B.Tiezzi,8 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,5 giri In linea_Giochi Nazionali per Societa' - B.Tiezzi,42195 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,21.000 m In linea_CAMPIONATO ITALIANO MARATONA J/S/M - CAMPIONATO IT,100 m Sprint in corsia_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,1 giri Sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,15000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,Team sprint_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,5000 m punti_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,10000 m Eliminazione_CAMPIONATO ITALIANO STRADA cat. A/J/S/M,80 m Sprint in corsia_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,300 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,5000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,Team sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,200 m Sprint_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,3000 m Eliminazione_CAMPIONATO ITALIANO STRADA RAGAZZI - TROFEO SKATE,1 giri Crono atleti contrapposti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,"1,5 giri Sprint_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE",3000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,9 g Americana_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,2000 m punti_CAMPIONATO ITALIANO INDOOR  RAGAZZI - TROFEO SKATE,1 giri Crono atleti contr._CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,1000 m Sprint_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,5000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m Americana_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S,3000 m punti_CAMPIONATO ITALIANO INDOOR CAT.  A/J/S
RATTI MARZIA,JUNIORES F,A.S.D.SPORT INSIDE (SP),,,"{'classifica': '20', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}","{'classifica': '10', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}",,"{'classifica': '17', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '01.35.484', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '46', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}",,,"{'classifica': '43', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '41.131', 'punti': ''}","{'classifica': '26', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}","{'classifica': '13', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '50', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '01.54.984', 'punti': ''}","{'classifica': '14', 'pettorina': '320', 'squadra': 'A.S.D.SPORT INSIDE (SP)', 'tempo': '', 'punti': ''}",,
BISCUOLA MARTA,JUNIORES F,PATT.SPINEA (VE),,,"{'classifica': '21', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}","{'classifica': '9', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,"{'classifica': '3', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.38.255', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '50', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,,"{'classifica': '26', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '40.188', 'punti': ''}","{'classifica': '9', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': '3'}","{'classifica': '14', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '16', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.46.530', 'punti': ''}","{'classifica': '22', 'pettorina': '352', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,
BRIOSCHI ELENA,JUNIORES F,POL. BELLUSCO (MB),,,"{'classifica': '21', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': ''}","{'classifica': '15', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': ''}",,"{'classifica': '19', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '01.36.456', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '23', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': ''}",,,"{'classifica': '34', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '40.717', 'punti': ''}","{'classifica': '18', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': '1'}","{'classifica': '9', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '15', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '01.46.483', 'punti': ''}","{'classifica': '19', 'pettorina': '46', 'squadra': 'POL. BELLUSCO (MB)', 'tempo': '', 'punti': ''}",,
BOCCHINI ELEONORA,JUNIORES F,DEBBY ROLLER TEAM (RM),,,"{'classifica': '23', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '', 'punti': ''}","{'classifica': '21', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '', 'punti': ''}",,"{'classifica': '42', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '01.40.339', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '28', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '', 'punti': ''}",,,"{'classifica': '62', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '43.739', 'punti': ''}","{'classifica': '37', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '', 'punti': ''}","{'classifica': '41', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '11.27.804', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '46', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '01.53.914', 'punti': ''}","{'classifica': '15', 'pettorina': '433', 'squadra': 'DEBBY ROLLER TEAM (RM)', 'tempo': '', 'punti': ''}",,
ORONZO NAIKE,JUNIORES F,ROLLING BOSICA (TE),,,"{'classifica': '23', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': ''}","{'classifica': '33', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': ''}",,"{'classifica': '11', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '01.34.477', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '11', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': ''}",,,"{'classifica': '53', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '42.021', 'punti': ''}","{'classifica': '17', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': '1'}","{'classifica': '12', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '20', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '01.47.039', 'punti': ''}","{'classifica': '11', 'pettorina': '423', 'squadra': 'ROLLING BOSICA (TE)', 'tempo': '', 'punti': ''}",,
PALUMBO SOFIA,JUNIORES F,SKATING TRAPANI (TP),,,"{'classifica': '25', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': ''}","{'classifica': '29', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': ''}",,"{'classifica': '27', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '01.37.023', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '34', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': ''}",,,"{'classifica': '56', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '42.196', 'punti': ''}","{'classifica': '15', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': '2'}","{'classifica': '19', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '53', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '01.55.711', 'punti': ''}","{'classifica': '22', 'pettorina': '517', 'squadra': 'SKATING TRAPANI (TP)', 'tempo': '', 'punti': ''}",,
POETA MARTINA,JUNIORES F,FORTITUDO FABRIANO (AN),,,"{'classifica': '27', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}","{'classifica': '26', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,"{'classifica': '32', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '01.37.772', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '38', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,,"{'classifica': '57', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '42.480', 'punti': ''}","{'classifica': '32', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}","{'classifica': '45', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '52', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '01.55.476', 'punti': ''}","{'classifica': '34', 'pettorina': '223', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,
CHERUBINI MATILDE,JUNIORES F,S.S.D.S.MENS SANA (SI),,,"{'classifica': '27', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}","{'classifica': '18', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}",,"{'classifica': '10', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '01.34.330', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '9', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}",,,"{'classifica': '37', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '40.866', 'punti': ''}","{'classifica': '21', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': '1'}","{'classifica': '8', 'pettorina': '440', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,,,,
VITALE MARTINA,JUNIORES F,A.S.D.BRIANZA INLINE (CO),,,"{'classifica': '29', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}","{'classifica': '24', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}",,"{'classifica': '22', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '01.37.163', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '25', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}",,,"{'classifica': '52', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '42.017', 'punti': ''}","{'classifica': '35', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}","{'classifica': '43', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '13', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '01.45.978', 'punti': ''}","{'classifica': '25', 'pettorina': '449', 'squadra': 'A.S.D.BRIANZA INLINE (CO)', 'tempo': '', 'punti': ''}",,
BERTON MARTINA,JUNIORES F,ADHP GRUPPO COSMO (VE),,,"{'classifica': '29', 'pettorina': '513', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '', 'punti': ''}","{'classifica': '39', 'pettorina': '513', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '', 'punti': ''}",,"{'classifica': '41', 'pettorina': '513', 'squadra': 'ADHP GRUPPO COSMO (VE)', 'tempo': '01.39.158', 'punti': ''}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRANCOLINI ALESSIA,JUNIORES F,G.P.MOBILI CANTU' (CO),,,"{'classifica': '31', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '', 'punti': ''}","{'classifica': '38', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '', 'punti': ''}",,"{'classifica': '44', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '01.42.190', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '40', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '', 'punti': ''}",,,"{'classifica': '22', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '40.078', 'punti': ''}","{'classifica': '10', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '', 'punti': '3'}","{'classifica': '41', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '12.02.894', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '21', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '01.47.811', 'punti': ''}","{'classifica': '9', 'pettorina': '454', 'squadra': ""G.P.MOBILI CANTU' (CO)"", 'tempo': '', 'punti': ''}",,
MELES ALICE,JUNIORES F,PIACENZA ROLLER TEAM ASD (PC),,,"{'classifica': '31', 'pettorina': '258', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '', 'punti': ''}","{'classifica': '27', 'pettorina': '258', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '', 'punti': ''}",,"{'classifica': '43', 'pettorina': '258', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '01.40.860', 'punti': ''}",,,,,,,,,,,,,,,,,"{'classifica': '43', 'pettorina': '258', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '', 'punti': ''}","{'classifica': '51', 'pettorina': '258', 'squadra': 'PIACENZA ROLLER TEAM ASD (PC)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,,,,
VIGAN� GIULIA,JUNIORES F,SKATING CONCOREZZO (MB),,,"{'classifica': '33', 'pettorina': '152', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}","{'classifica': '33', 'pettorina': '152', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,"{'classifica': '57', 'pettorina': '152', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '19', 'pettorina': '152', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,
MIHAI AURORA ANCA,JUNIORES F,SKATING C.PERTICHESE (PD),,,"{'classifica': '35', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}","{'classifica': '28', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}",,"{'classifica': '34', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '01.37.803', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '56', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}",,,"{'classifica': '55', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '42.118', 'punti': ''}","{'classifica': '45', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}","{'classifica': '57', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '57', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '01.58.111', 'punti': ''}","{'classifica': '31', 'pettorina': '473', 'squadra': 'SKATING C.PERTICHESE (PD)', 'tempo': '', 'punti': ''}",,
LECCHI ANDREA,JUNIORES F,SKATING CONCOREZZO (MB),,,"{'classifica': '37', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}","{'classifica': '31', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,"{'classifica': '29', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,,,"{'classifica': '47', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}","{'classifica': '53', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '48', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '01.54.898', 'punti': ''}","{'classifica': '43', 'pettorina': '499', 'squadra': 'SKATING CONCOREZZO (MB)', 'tempo': '', 'punti': ''}",,
ZIVELONGHI ANNA,JUNIORES F,ALTE CECCATO CLUB (VI),,,"{'classifica': '37', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}","{'classifica': '37', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}",,"{'classifica': '50', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '01.48.070', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '39', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}",,,"{'classifica': '64', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '44.136', 'punti': ''}","{'classifica': '41', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}","{'classifica': '55', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,,"{'classifica': '60', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '01.59.693', 'punti': ''}","{'classifica': '34', 'pettorina': '484', 'squadra': 'ALTE CECCATO CLUB (VI)', 'tempo': '', 'punti': ''}",,
CIMAROSTO VERA,JUNIORES F,PATT.SPINEA (VE),,,"{'classifica': '39', 'pettorina': '492', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}","{'classifica': '33', 'pettorina': '492', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,"{'classifica': '56', 'pettorina': '492', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': 'rit.'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'classifica': '54', 'pettorina': '492', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.55.946', 'punti': ''}","{'classifica': '25', 'pettorina': '492', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,
GOBBATO GIACOMO,JUNIORES M,PATT.SPINEA (VE),"{'classifica': '1', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '18.117', 'punti': ''}","{'classifica': '1', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '43.561', 'punti': ''}",,,,"{'classifica': '1', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.29.684', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '7', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,"{'classifica': '9', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '10.211', 'punti': ''}","{'classifica': '1', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '34.562', 'punti': ''}",,"{'classifica': '10', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,"{'classifica': '5', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '16.630', 'punti': ''}","{'classifica': '6', 'pettorina': '393', 'squadra': 'PATT.SPINEA (VE)', 'tempo': '01.39.481', 'punti': ''}",,,
LORENZONI GUGLIELMO,JUNIORES M,S.S.D.S.MENS SANA (SI),"{'classifica': '2', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '18.160', 'punti': ''}","{'classifica': '5', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '44.593', 'punti': ''}",,,,"{'classifica': '43', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '01.32.232', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '26', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}",,"{'classifica': '3', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '10.104', 'punti': ''}","{'classifica': '6', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '35.384', 'punti': ''}",,"{'classifica': '20', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,"{'classifica': '1', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '16.355', 'punti': ''}","{'classifica': '16', 'pettorina': '552', 'squadra': 'S.S.D.S.MENS SANA (SI)', 'tempo': '01.38.649', 'punti': ''}",,,
SCASSELLATI CRISTIAN,JUNIORES M,FORTITUDO FABRIANO (AN),"{'classifica': '3', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '18.236', 'punti': ''}","{'classifica': '2', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '43.933', 'punti': ''}",,,,"{'classifica': '7', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '01.31.011', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '34', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,"{'classifica': '2', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '09.859', 'punti': ''}","{'classifica': '4', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '34.904', 'punti': ''}",,"{'classifica': '30', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,"{'classifica': '2', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '16.421', 'punti': ''}","{'classifica': '34', 'pettorina': '580', 'squadra': 'FORTITUDO FABRIANO (AN)', 'tempo': '01.43.882', 'punti': ''}",,,
BERTOLO FRANCESCO,JUNIORES M,NEW R.PORCIA ASD (PN),"{'classifica': '4', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '18.290', 'punti': ''}","{'classifica': '6', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '44.667', 'punti': ''}",,,,"{'classifica': '30', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '01.28.729', 'punti': ''}",,,,,,,,,,,,,"{'classifica': '38', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '', 'punti': ''}",,"{'classifica': '7', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '10.173', 'punti': ''}","{'classifica': '10', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '35.409', 'punti': ''}",,"{'classifica': '37', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '', 'punti': ''}",,,,,,,,,,,,,,,,,"{'classifica': '3', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '16.423', 'punti': ''}","{'classifica': '55', 'pettorina': '37', 'squadra': 'NEW R.PORCIA ASD (PN)', 'tempo': '', 'punti': ''}",,,
